True,Pred
1.15,1.0238399999999999
1.36,1.1343199999999998
1.36,1.3667200000000022
1.24,1.1673600000000004
1.04,1.046160000000001
1.03,1.0458400000000003
0.76,0.8564800000000005
1.05,1.0491999999999988
1.09,1.0451199999999998
1.04,1.0014400000000006
1.02,1.1004000000000012
1.01,1.1591999999999985
1.14,1.1496799999999998
0.81,0.9068799999999994
1.24,1.3376000000000021
1.18,1.1079200000000011
1.08,1.07864
1.04,1.0583200000000013
1.1,1.124559999999999
0.85,0.7651999999999993
1.16,1.19488
0.79,0.8293600000000001
1.12,1.152239999999999
1.12,1.1643199999999987
0.84,0.9059200000000011
1.19,1.0967999999999998
0.98,0.9988799999999997
0.96,0.9573600000000014
0.97,0.9907199999999999
1.03,1.1010400000000007
1.1,1.1326400000000005
1.06,1.0827199999999986
0.64,0.6568000000000008
0.85,1.02784
1.19,1.1180799999999995
0.72,0.6433600000000004
1.14,1.1147200000000013
1.13,1.0876799999999995
1.39,1.2607199999999983
0.87,0.9593599999999995
0.99,1.002079999999999
1.01,0.9182399999999987
1.19,1.2011200000000002
1.32,1.2854400000000008
0.8,0.7993600000000003
0.74,0.8211200000000004
1.17,1.1600800000000002
1.23,1.1517600000000014
1.05,1.0904800000000008
1.29,1.3412000000000004
1.26,1.207199999999999
1.1,1.0801599999999996
1.05,1.092160000000001
0.96,1.116000000000001
0.97,1.0104000000000004
1.37,1.3121600000000002
0.95,1.02136
1.16,1.2630400000000004
0.81,0.880160000000001
0.97,0.9987199999999993
1.06,1.0750399999999998
1.0,1.0019199999999986
1.09,1.0247200000000003
0.82,0.7979999999999998
0.78,0.7481599999999998
1.12,1.11136
1.44,1.323200000000002
1.11,1.1224000000000007
0.98,0.9956799999999983
1.02,1.2503199999999999
1.35,1.3506399999999994
0.95,1.144879999999998
1.18,1.073759999999999
1.04,1.1373600000000001
1.15,1.06416
1.22,1.20032
1.39,1.2994399999999982
1.62,1.3500799999999995
1.17,1.2204800000000011
1.24,1.2574400000000006
1.13,1.0959200000000004
1.51,1.3222400000000007
1.17,1.2713600000000003
1.06,0.9784000000000014
1.09,1.14408
0.83,0.8397600000000001
1.25,1.2015199999999993
0.99,1.0127199999999996
1.36,1.2821599999999995
1.09,1.0375999999999994
1.0,1.02072
0.98,1.0155999999999996
1.09,1.2143999999999997
0.93,0.9331999999999994
0.94,1.0233599999999998
1.19,1.3987999999999996
1.15,1.0056000000000007
0.89,0.9868800000000001
1.2,1.1913599999999995
1.2,1.16208
1.31,1.0582399999999987
1.43,1.1239199999999994
1.09,1.1415199999999983
1.05,1.04512
1.11,1.0708799999999998
0.53,0.5816800000000008
0.58,0.5732800000000006
1.09,1.110319999999999
1.1,1.1364000000000014
1.23,1.09432
1.03,1.1014399999999995
0.99,1.1184800000000008
1.11,1.1108800000000012
1.15,1.1144
1.14,1.1799199999999999
1.37,1.3109600000000015
1.32,1.4154399999999998
1.07,1.0570400000000018
1.05,1.1079200000000005
1.04,1.1428800000000001
1.13,1.0996799999999987
1.09,1.209440000000001
1.05,0.9898399999999999
0.52,0.5848800000000007
1.19,1.22704
1.13,1.150560000000001
1.45,1.1712800000000008
0.79,0.8319200000000002
